;Datetime;temp;desc;templow;icon;baro;wind;wd;hum;rain;fog;thunder;snow
381;2020-12-16 21:00:00;9,5;Mostly cloudy.;9,5;17;1020;19;185;85;0;0;0;0
382;2020-12-16 22:00:00;9,4;Mostly cloudy.;9,4;17;1020;21;194;86;0;0;0;0
383;2020-12-16 23:00:00;9,1;Mostly cloudy.;9,1;17;1020;20;204;87;0;0;0;0
384;2020-12-17 00:00:00;8,8;Mostly cloudy.;8,8;17;1020;18;220;86;0;0;0;0
385;2020-12-17 01:00:00;8,5;Scattered clouds.;8,5;15;1020;16;231;86;0;0;0;0
386;2020-12-17 02:00:00;8,1;Passing clouds.;8,1;14;1020;15;228;84;0;0;0;0
387;2020-12-17 03:00:00;7,3;Passing clouds.;7,3;14;1020;14;221;85;0;0;0;0
388;2020-12-17 04:00:00;7;Passing clouds.;7;14;1020;14;215;85;0;0;0;0
389;2020-12-17 05:00:00;6,7;Passing clouds.;6,7;14;1020;13;212;86;0;0;0;0
390;2020-12-17 06:00:00;6,4;Passing clouds.;6,4;14;1020;13;208;87;0;0;0;0
391;2020-12-17 07:00:00;6,2;Passing clouds.;6,2;14;1020;13;206;88;0;0;0;0
392;2020-12-17 08:00:00;5,9;More sun than clouds.;5,9;2;1020;14;204;89;0;0;0;0
393;2020-12-17 09:00:00;5,8;More sun than clouds.;5,8;2;1020;15;203;90;0;0;0;0
394;2020-12-17 10:00:00;6,3;More sun than clouds.;6,3;2;1020;16;204;90;0;0;0;0
395;2020-12-17 11:00:00;7,5;More sun than clouds.;7,5;2;1020;17;207;84;0;0;0;0
396;2020-12-17 12:00:00;8,4;More sun than clouds.;8,4;2;1020;19;211;79;0;0;0;0
397;2020-12-17 13:00:00;8,9;More sun than clouds.;8,9;2;1020;21;213;77;0;0;0;0
398;2020-12-17 14:00:00;9,4;More sun than clouds.;9,4;2;1020;21;215;74;0;0;0;0
399;2020-12-17 15:00:00;9,6;More sun than clouds.;9,6;2;1020;20;216;73;0;0;0;0
400;2020-12-17 16:00:00;9,3;More sun than clouds.;9,3;2;1020;19;216;75;0;0;0;0
401;2020-12-17 17:00:00;8,4;Passing clouds.;8,4;14;1020;18;214;79;0;0;0;0
402;2020-12-17 18:00:00;7,9;Passing clouds.;7,9;14;1020;15;211;82;0;0;0;0
403;2020-12-17 19:00:00;7,7;Passing clouds.;7,7;14;1020;14;209;83;0;0;0;0
404;2020-12-17 20:00:00;7,2;Passing clouds.;7,2;14;1020;14;209;85;0;0;0;0
405;2020-12-17 21:00:00;6,8;Passing clouds.;6,8;14;1020;13;210;87;0;0;0;0
406;2020-12-17 22:00:00;6,5;Passing clouds.;6,5;14;1020;12;211;88;0;0;0;0
407;2020-12-17 23:00:00;6,1;Passing clouds.;6,1;14;1020;12;212;89;0;0;0;0
408;2020-12-18 00:00:00;5,9;Passing clouds.;5,9;14;1020;12;214;88;0;0;0;0
409;2020-12-18 01:00:00;5,6;Passing clouds.;5,6;14;1020;13;213;89;0;0;0;0
410;2020-12-18 02:00:00;5,4;Passing clouds.;5,4;14;1020;12;210;90;0;0;0;0
411;2020-12-18 03:00:00;5,3;Partly cloudy.;5,3;15;1020;12;206;91;0;0;0;0
412;2020-12-18 04:00:00;5,1;Scattered clouds.;5,1;15;1020;12;201;93;0;0;0;0
413;2020-12-18 05:00:00;5,4;Scattered clouds.;5,4;15;1020;12;197;93;0;0;0;0
414;2020-12-18 06:00:00;6;Scattered clouds.;6;15;1020;13;194;94;0;0;0;0
