,iu_ac,libelle,iu_nd_amont,libelle_nd_amont,iu_nd_aval,libelle_nd_aval,t_1h,q,k,etat_trafic,etat_barre,dessin,diff
0,4264,AV_Champs_Elysees,2294,Av_Champs_Elysees-Washington,2293,Av_Champs_Elysees-Berri,2019-01-01 01:00:00,1.0,0.0,1.0,2.0,"""<PLINE><PT X=""""597401"""" Y=""""130149""""/><PT X=""""597502"""" Y=""""130099""""/></PLINE>""",
1,4264,AV_Champs_Elysees,2294,Av_Champs_Elysees-Washington,2293,Av_Champs_Elysees-Berri,2019-01-01 02:00:00,44.0,1.78722,1.0,2.0,"""<PLINE><PT X=""""597401"""" Y=""""130149""""/><PT X=""""597502"""" Y=""""130099""""/></PLINE>""",0 days 01:00:00.000000000
2,4264,AV_Champs_Elysees,2294,Av_Champs_Elysees-Washington,2293,Av_Champs_Elysees-Berri,2019-01-01 03:00:00,260.0,5.57611,1.0,2.0,"""<PLINE><PT X=""""597401"""" Y=""""130149""""/><PT X=""""597502"""" Y=""""130099""""/></PLINE>""",0 days 01:00:00.000000000
3,4264,AV_Champs_Elysees,2294,Av_Champs_Elysees-Washington,2293,Av_Champs_Elysees-Berri,2019-01-01 04:00:00,790.0,5.3583300000000005,1.0,3.0,"""<PLINE><PT X=""""597401"""" Y=""""130149""""/><PT X=""""597502"""" Y=""""130099""""/></PLINE>""",0 days 01:00:00.000000000
4,4264,AV_Champs_Elysees,2294,Av_Champs_Elysees-Washington,2293,Av_Champs_Elysees-Berri,2019-01-01 05:00:00,773.0,5.33555,1.0,3.0,"""<PLINE><PT X=""""597401"""" Y=""""130149""""/><PT X=""""597502"""" Y=""""130099""""/></PLINE>""",0 days 01:00:00.000000000
5,4264,AV_Champs_Elysees,2294,Av_Champs_Elysees-Washington,2293,Av_Champs_Elysees-Berri,2019-01-01 06:00:00,601.0,3.47222,1.0,3.0,"""<PLINE><PT X=""""597401"""" Y=""""130149""""/><PT X=""""597502"""" Y=""""130099""""/></PLINE>""",0 days 01:00:00.000000000
6,4264,AV_Champs_Elysees,2294,Av_Champs_Elysees-Washington,2293,Av_Champs_Elysees-Berri,2019-01-01 07:00:00,543.0,3.005,1.0,3.0,"""<PLINE><PT X=""""597401"""" Y=""""130149""""/><PT X=""""597502"""" Y=""""130099""""/></PLINE>""",0 days 01:00:00.000000000
7,4264,AV_Champs_Elysees,2294,Av_Champs_Elysees-Washington,2293,Av_Champs_Elysees-Berri,2019-01-01 08:00:00,395.0,2.2488900000000003,1.0,3.0,"""<PLINE><PT X=""""597401"""" Y=""""130149""""/><PT X=""""597502"""" Y=""""130099""""/></PLINE>""",0 days 01:00:00.000000000
8,4264,AV_Champs_Elysees,2294,Av_Champs_Elysees-Washington,2293,Av_Champs_Elysees-Berri,2019-01-01 09:00:00,313.0,2.12611,1.0,3.0,"""<PLINE><PT X=""""597401"""" Y=""""130149""""/><PT X=""""597502"""" Y=""""130099""""/></PLINE>""",0 days 01:00:00.000000000
9,4264,AV_Champs_Elysees,2294,Av_Champs_Elysees-Washington,2293,Av_Champs_Elysees-Berri,2019-01-01 10:00:00,381.0,3.2488900000000003,1.0,3.0,"""<PLINE><PT X=""""597401"""" Y=""""130149""""/><PT X=""""597502"""" Y=""""130099""""/></PLINE>""",0 days 01:00:00.000000000
